id,level,ko,de,en,field_notes,상태,jin_memo
satz_a1_0256,A1,"안녕하세요, 처음 뵙겠습니다.","Hallo, freut mich.","Hi, nice to meet you.",rights: original; derived from live unused vocab 안녕하세요,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0451,B1,조카가 올해 초등학교에 입학했어요.,Meine Nichte wurde dieses Jahr eingeschult.,My niece started elementary school this year.,rights: original; derived from live unused vocab 입학하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0452,B1,어른에게 존댓말을 써야 해요.,Gegenüber Erwachsenen muss man höflich sprechen.,You must speak politely to adults.,rights: original; derived from live unused vocab 어른,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0453,B1,지하철에서 노인에게 자리를 양보했어요.,In der U-Bahn habe ich einem älteren Menschen den Platz überlassen.,I gave my seat to an elderly person on the subway.,rights: original; derived from live unused vocab 노인,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0454,B1,미래를 위해 저축해요.,Für die Zukunft spare ich.,I save for the future.,rights: original; derived from live unused vocab 미래,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0455,B1,옛날에는 여기가 시장이었어요.,Früher war hier ein Markt.,This used to be a market in the old days.,rights: original; derived from live unused vocab 옛날,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0391,B2,현대 사회는 변화가 빨라요.,Die moderne Gesellschaft verändert sich schnell.,Modern society changes fast.,rights: original; derived from live unused vocab 현대,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0392,B2,현대인은 스트레스가 많아요.,Moderne Menschen haben viel Stress.,Modern people have a lot of stress.,rights: original; derived from live unused vocab 현대인,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0393,B2,이 건물은 최신식 시설을 갖췄어요.,Dieses Gebäude hat eine hochmoderne Ausstattung.,This building has state-of-the-art facilities.,rights: original; derived from live unused vocab 최신식,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0394,B2,이 기계는 사용법이 간단해요.,Diese Maschine ist einfach zu bedienen.,This machine is easy to use.,rights: original; derived from live unused vocab 기계,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0456,B1,문제를 스스로 해결했어요.,Ich habe das Problem selbst gelöst.,I solved the problem by myself.,rights: original; derived from live unused vocab 스스로,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0395,B2,서른 살에 부모님에게서 독립했어요.,Mit dreißig bin ich von zu Hause ausgezogen.,I became independent from my parents at thirty.,rights: original; derived from live unused vocab 독립하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0396,B2,이 방은 공간이 넓어요.,Dieses Zimmer bietet viel Raum.,This room has a lot of space.,rights: original; derived from live unused vocab 공간,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0397,B2,동아리 활동을 해요.,Ich mache bei Klubaktivitäten mit.,I take part in club activities.,rights: original; derived from live unused vocab 활동,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0457,B1,평소에 일찍 일어나요.,Normalerweise stehe ich früh auf.,I usually get up early.,rights: original; derived from live unused vocab 평소,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0458,B1,이 가수는 인기가 많아요.,Dieser Sänger ist sehr beliebt.,This singer is very popular.,rights: original; derived from live unused vocab 인기,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0398,B2,동네가 많이 달라졌어요.,Das Viertel hat sich stark verändert.,The neighborhood has changed a lot.,rights: original; derived from live unused vocab 달라지다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0399,B2,식사 예절을 배웠어요.,Ich habe Tischmanieren gelernt.,I learned table manners.,rights: original; derived from live unused vocab 예절,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0400,B2,예의를 지키는 게 중요해요.,Höflichkeit zu wahren ist wichtig.,Keeping good manners is important.,rights: original; derived from live unused vocab 예의,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0401,B2,버스에서 자리를 양보했어요.,Im Bus habe ich meinen Platz überlassen.,I gave up my seat on the bus.,rights: original; derived from live unused vocab 양보하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0402,B2,공부를 방해하지 마세요.,Stör mich bitte nicht beim Lernen.,Please do not disturb my studying.,rights: original; derived from live unused vocab 방해하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0403,B2,계단에서는 주의가 필요해요.,Auf der Treppe ist Vorsicht nötig.,Caution is needed on the stairs.,rights: original; derived from live unused vocab 주의,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0404,B2,여기서는 흡연을 금지해요.,Hier ist Rauchen verboten.,Smoking is prohibited here.,rights: original; derived from live unused vocab 금지하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0405,B2,여기는 출입 금지예요.,Hier ist der Zutritt verboten.,Entry is forbidden here.,rights: original; derived from live unused vocab 출입,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0406,B2,거짓말을 하면 벌을 받아요.,Auf Lügen folgt eine Strafe.,Lying brings punishment.,rights: original; derived from live unused vocab 벌,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0407,B2,사회생활에서는 예의가 중요해요.,Im Berufsleben ist Höflichkeit wichtig.,Manners matter in social life.,rights: original; derived from live unused vocab 사회생활,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0408,B2,세상에는 좋은 사람이 많아요.,Auf der Welt gibt es viele gute Menschen.,There are many good people in the world.,rights: original; derived from live unused vocab 세상,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0409,B2,임산부에게 자리를 양보하세요.,Überlassen Sie Schwangeren den Platz.,Give up your seat to pregnant women.,rights: original; derived from live unused vocab 임산부,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0459,B1,비가 올 경우에는 취소돼요.,Im Fall von Regen wird es abgesagt.,In case of rain it is canceled.,rights: original; derived from live unused vocab 경우,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0460,B1,학생 전체가 참여했어요.,Alle Schüler haben teilgenommen.,All the students participated.,rights: original; derived from live unused vocab 전체,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0461,B1,삼십 분 정도 걸려요.,Es dauert etwa dreißig Minuten.,It takes about thirty minutes.,rights: original; derived from live unused vocab 정도,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0462,B1,차 종류가 정말 많네요.,Es gibt wirklich viele Teesorten.,There are so many kinds of tea.,rights: original; derived from live unused vocab 종류,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0463,B1,이 노래는 느낌이 좋아요.,Dieses Lied fühlt sich gut an.,This song has a good feeling.,rights: original; derived from live unused vocab 느낌,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0410,B2,문제의 핵심을 말해 주세요.,Nennen Sie bitte den Kern des Problems.,Please state the core of the problem.,rights: original; derived from live unused vocab 핵심,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0411,B2,시험 문제 유형을 분석했어요.,Ich habe die Aufgabentypen der Prüfung analysiert.,I analyzed the exam question types.,rights: original; derived from live unused vocab 유형,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0464,B1,이 부분을 다시 설명해 주세요.,Erklären Sie diesen Teil bitte noch einmal.,Please explain this part again.,rights: original; derived from live unused vocab 부분,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0465,B1,책 내용이 어려워요.,Der Inhalt des Buches ist schwierig.,The content of the book is difficult.,rights: original; derived from live unused vocab 내용,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0466,B1,오늘 회의 주제가 뭐예요?,Was ist das Thema der heutigen Sitzung?,What is the topic of today's meeting?,rights: original; derived from live unused vocab 주제,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0412,B2,발표 자료를 준비했어요.,Ich habe die Präsentationsunterlagen vorbereitet.,I prepared the presentation materials.,rights: original; derived from live unused vocab 자료,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0413,B2,건강의 비결이 뭐예요?,Was ist das Geheimnis Ihrer Gesundheit?,What is the secret of your health?,rights: original; derived from live unused vocab 비결,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0414,B2,한국어 문법은 재미있어요.,Koreanische Grammatik macht Spaß.,Korean grammar is fun.,rights: original; derived from live unused vocab 문법,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0415,B2,이 단어는 명사예요.,Dieses Wort ist ein Substantiv.,This word is a noun.,rights: original; derived from live unused vocab 명사,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0416,B2,동사는 문장 끝에 와요.,Das Verb steht am Satzende.,The verb comes at the end of the sentence.,rights: original; derived from live unused vocab 동사,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0417,B2,형용사로 기분을 표현해요.,Mit Adjektiven drückt man Gefühle aus.,You express feelings with adjectives.,rights: original; derived from live unused vocab 형용사,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0418,B2,부사는 동사를 꾸며요.,Adverbien beschreiben das Verb.,Adverbs modify the verb.,rights: original; derived from live unused vocab 부사,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0419,B2,한글에는 자음이 열아홉 개 있어요.,Hangul hat neunzehn Konsonanten.,Hangul has nineteen consonants.,rights: original; derived from live unused vocab 자음,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0420,B2,크다의 반의어는 작다예요.,Das Antonym von groß ist klein.,The antonym of big is small.,rights: original; derived from live unused vocab 반의어,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0421,B2,두 단어는 동의어예요.,Die beiden Wörter sind Synonyme.,The two words are synonyms.,rights: original; derived from live unused vocab 동의어,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0422,B2,철자를 자주 틀려요.,Ich mache oft Rechtschreibfehler.,I often make spelling mistakes.,rights: original; derived from live unused vocab 철자,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0423,B2,문장에 오류가 있어요.,Im Satz ist ein Fehler.,There is an error in the sentence.,rights: original; derived from live unused vocab 오류,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0424,B2,단어를 매일 외워요.,Ich lerne jeden Tag Wörter auswendig.,I memorize words every day.,rights: original; derived from live unused vocab 외우다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0425,B2,방 온도가 너무 높아요.,Die Zimmertemperatur ist zu hoch.,The room temperature is too high.,rights: original; derived from live unused vocab 온도,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0426,B2,여름에는 습도가 높아요.,Im Sommer ist die Luftfeuchtigkeit hoch.,Humidity is high in summer.,rights: original; derived from live unused vocab 습도,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0427,B2,에어컨 온도를 조절했어요.,Ich habe die Klimaanlage eingestellt.,I adjusted the air conditioner.,rights: original; derived from live unused vocab 조절하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0428,B2,겨울에는 공기가 건조해요.,Im Winter ist die Luft trocken.,The air is dry in winter.,rights: original; derived from live unused vocab 건조하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0429,B2,방에 가습기를 켰어요.,Ich habe den Luftbefeuchter im Zimmer angemacht.,I turned on the humidifier in the room.,rights: original; derived from live unused vocab 가습기,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0430,B2,형광등을 갈아야 해요.,Die Leuchtstofflampe muss gewechselt werden.,The fluorescent light needs changing.,rights: original; derived from live unused vocab 형광등,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0431,B2,병 뚜껑을 열어 주세요.,Öffne bitte den Flaschendeckel.,Please open the bottle lid.,rights: original; derived from live unused vocab 뚜껑,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0432,B2,편지를 봉투에 넣었어요.,Ich habe den Brief in den Umschlag gesteckt.,I put the letter in the envelope.,rights: original; derived from live unused vocab 봉투,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0433,B2,서랍에 열쇠가 있어요.,Der Schlüssel ist in der Schublade.,The key is in the drawer.,rights: original; derived from live unused vocab 서랍,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0434,B2,과일을 바구니에 담았어요.,Ich habe das Obst in den Korb getan.,I put the fruit in the basket.,rights: original; derived from live unused vocab 담다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0435,B2,비에 옷이 다 젖었어요.,Meine Kleidung ist im Regen ganz nass geworden.,My clothes got all wet in the rain.,rights: original; derived from live unused vocab 젖다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0436,B2,머리를 말리고 나갈게요.,Ich trockne mir die Haare und gehe dann los.,I will dry my hair and then leave.,rights: original; derived from live unused vocab 말리다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0467,B1,그 부부는 정말 행복해 보여요.,Das Ehepaar sieht wirklich glücklich aus.,That couple looks really happy.,rights: original; derived from live unused vocab 부부,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0468,B1,명절에 친척들이 모여요.,An Feiertagen kommen die Verwandten zusammen.,Relatives gather on holidays.,rights: original; derived from live unused vocab 친척,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0437,B2,애인과 영화를 봤어요.,Ich habe mit meinem Partner einen Film gesehen.,I watched a movie with my partner.,rights: original; derived from live unused vocab 애인,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0438,B2,어제 고등학교 동창을 만났어요.,Gestern habe ich einen alten Schulfreund getroffen.,I met a high school classmate yesterday.,rights: original; derived from live unused vocab 동창,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0439,B2,부모는 자식을 걱정해요.,Eltern sorgen sich um ihre Kinder.,Parents worry about their children.,rights: original; derived from live unused vocab 자식,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0440,B2,제 동생들은 쌍둥이예요.,Meine jüngeren Geschwister sind Zwillinge.,My younger siblings are twins.,rights: original; derived from live unused vocab 쌍둥이,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0441,B2,저는 아버지를 닮았어요.,Ich ähnele meinem Vater.,I resemble my father.,rights: original; derived from live unused vocab 닮다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0442,B2,운동으로 몸매를 관리해요.,Mit Sport halte ich meine Figur.,I keep my figure through exercise.,rights: original; derived from live unused vocab 몸매,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0443,B2,아직 한국어가 서툴러요.,Mein Koreanisch ist noch holprig.,My Korean is still clumsy.,rights: original; derived from live unused vocab 서투르다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0444,B2,동생을 울리지 마!,Bring deine kleine Schwester nicht zum Weinen!,Do not make your little sister cry!,rights: original; derived from live unused vocab 울리다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0445,B2,그 배우는 정말 잘생겼어요.,Dieser Schauspieler sieht wirklich gut aus.,That actor is really handsome.,rights: original; derived from live unused vocab 잘생기다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0446,B2,이 동네는 밤에도 안전해요.,Dieses Viertel ist auch nachts sicher.,This neighborhood is safe even at night.,rights: original; derived from live unused vocab 안전하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0447,B2,귀중품은 금고에 보관하세요.,Bewahren Sie Wertsachen im Safe auf.,Store valuables in the safe.,rights: original; derived from live unused vocab 보관하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0448,B2,빨간불에서는 정지해야 해요.,Bei Rot muss man anhalten.,You must stop at a red light.,rights: original; derived from live unused vocab 정지하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0449,B2,우유 유통기한을 확인하세요.,Prüfen Sie das Haltbarkeitsdatum der Milch.,Check the milk's expiration date.,rights: original; derived from live unused vocab 유통기한,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0450,B2,약속을 꼭 지키세요.,Halten Sie Ihr Versprechen unbedingt ein.,Be sure to keep your promise.,rights: original; derived from live unused vocab 지키다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0451,B2,비상 상황에는 이 버튼을 누르세요.,Im Notfall drücken Sie diesen Knopf.,Press this button in an emergency.,rights: original; derived from live unused vocab 비상,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0452,B2,어제 길에서 사고가 났어요.,Gestern gab es auf der Straße einen Unfall.,There was an accident on the road yesterday.,rights: original; derived from live unused vocab 사고,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0453,B2,문제가 생기면 즉시 연락하세요.,Bei Problemen melden Sie sich sofort.,Contact us immediately if problems arise.,rights: original; derived from live unused vocab 즉시,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0454,B2,안전벨트를 반드시 매세요.,Schnallen Sie sich unbedingt an.,Be sure to wear your seat belt.,rights: original; derived from live unused vocab 반드시,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0455,B2,전기 요금 고지서가 왔어요.,Die Stromrechnung ist gekommen.,The electricity bill has arrived.,rights: original; derived from live unused vocab 고지서,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0456,B2,기차표를 미리 예매했어요.,Ich habe die Zugtickets im Voraus gebucht.,I booked the train tickets in advance.,rights: original; derived from live unused vocab 예매하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0457,B2,내일 학교에서 소풍을 가요.,Morgen macht die Schule einen Ausflug.,The school goes on a picnic tomorrow.,rights: original; derived from live unused vocab 소풍,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0458,B2,설날은 음력 1월 1일이에요.,Seollal ist der erste Tag des Mondkalenders.,Seollal is the first day of the lunar calendar.,rights: original; derived from live unused vocab 음력,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0459,B2,명절에 제사를 지내요.,An Feiertagen halten wir die Ahnenzeremonie ab.,We hold ancestral rites on holidays.,rights: original; derived from live unused vocab 제사,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0460,B2,설날에 가족과 윷놀이를 해요.,An Seollal spielen wir mit der Familie Yut.,We play yut with the family at Seollal.,rights: original; derived from live unused vocab 윷놀이,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0461,B2,공연장에 관객이 가득해요.,Die Halle ist voller Zuschauer.,The hall is full of spectators.,rights: original; derived from live unused vocab 관객,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0462,B2,결혼 10주년을 기념했어요.,Wir haben den zehnten Hochzeitstag gefeiert.,We celebrated our tenth wedding anniversary.,rights: original; derived from live unused vocab 기념하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0463,B2,케이크에 촛불을 켰어요.,Wir haben die Kerzen auf der Torte angezündet.,We lit the candles on the cake.,rights: original; derived from live unused vocab 촛불,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0464,B2,광복절에 국기를 달아요.,Am Befreiungstag hängen wir die Nationalflagge auf.,We fly the national flag on Liberation Day.,rights: original; derived from live unused vocab 국기,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0465,B2,세계 여러 나라를 여행하고 싶어요.,Ich möchte viele Länder der Welt bereisen.,I want to travel to many countries of the world.,rights: original; derived from live unused vocab 세계,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0466,B2,내일은 공휴일이라서 쉬어요.,Morgen ist Feiertag und wir haben frei.,Tomorrow is a public holiday so we rest.,rights: original; derived from live unused vocab 공휴일,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0467,B2,서울의 야경이 아름다워요.,Die nächtliche Skyline von Seoul ist wunderschön.,Seoul's night view is beautiful.,rights: original; derived from live unused vocab 야경,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0468,B2,새로운 카페를 발견했어요.,Ich habe ein neues Café entdeckt.,I discovered a new café.,rights: original; derived from live unused vocab 발견하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0469,B2,드디어 꿈을 이뤘어요.,Endlich habe ich meinen Traum verwirklicht.,I finally achieved my dream.,rights: original; derived from live unused vocab 이루다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0470,B2,회의가 밤까지 이어졌어요.,Die Sitzung zog sich bis in die Nacht.,The meeting continued into the night.,rights: original; derived from live unused vocab 이어지다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0471,B2,그 추억을 마음에 간직할게요.,Diese Erinnerung bewahre ich im Herzen.,I will treasure that memory in my heart.,rights: original; derived from live unused vocab 간직하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0472,B2,이 호텔은 모든 시설을 갖췄어요.,Dieses Hotel ist mit allem ausgestattet.,This hotel is equipped with everything.,rights: original; derived from live unused vocab 갖추다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0473,B2,가족에게 안부를 전해 주세요.,Richten Sie Ihrer Familie Grüße aus.,Please give my regards to your family.,rights: original; derived from live unused vocab 전하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0474,B2,주말에 가족이 다 모여요.,Am Wochenende kommt die ganze Familie zusammen.,The whole family gathers on weekends.,rights: original; derived from live unused vocab 모이다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0475,B2,가을에 김치를 담가요.,Im Herbst legen wir Kimchi ein.,We make kimchi in autumn.,rights: original; derived from live unused vocab 담그다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0476,B2,물과 기름은 잘 안 섞여요.,Wasser und Öl vermischen sich nicht gut.,Water and oil do not mix well.,rights: original; derived from live unused vocab 섞이다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0477,B2,약속 시간을 정합시다.,Legen wir die Uhrzeit fest.,Let us set the meeting time.,rights: original; derived from live unused vocab 정하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0478,B2,십 년 사이에 도시가 많이 변했어요.,In zehn Jahren hat sich die Stadt stark verändert.,The city changed a lot in ten years.,rights: original; derived from live unused vocab 변하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0479,B2,빵을 반으로 나눴어요.,Ich habe das Brot halbiert.,I divided the bread in half.,rights: original; derived from live unused vocab 나누다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0480,B2,선생님 말씀 잘 들었어요.,Ich habe Ihre Worte aufmerksam gehört.,I listened carefully to your words.,rights: original; derived from live unused vocab 말씀,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0481,B2,할아버지 연세가 어떻게 되세요?,Wie alt ist Ihr Großvater?,How old is your grandfather?,rights: original; derived from live unused vocab 연세,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0482,B2,성함이 어떻게 되세요?,Wie ist Ihr werter Name?,May I ask your name?,rights: original; derived from live unused vocab 성함,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0483,B2,내일이 할머니 생신이에요.,Morgen hat meine Großmutter Geburtstag.,Tomorrow is my grandmother's birthday.,rights: original; derived from live unused vocab 생신,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0484,B2,선생님 댁에 초대받았어요.,Ich wurde zum Haus des Lehrers eingeladen.,I was invited to the teacher's house.,rights: original; derived from live unused vocab 댁,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0485,B2,할머니께 선물을 드렸어요.,Ich habe meiner Großmutter ein Geschenk überreicht.,I gave my grandmother a present.,rights: original; derived from live unused vocab 드리다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0486,B2,선생님께 여쭤 볼게요.,Ich werde den Lehrer ehrerbietig fragen.,I will ask the teacher politely.,rights: original; derived from live unused vocab 여쭈다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0487,B2,부모님은 벌써 주무세요.,Meine Eltern schlafen schon.,My parents are already asleep.,rights: original; derived from live unused vocab 주무시다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0488,B2,어머니는 지금 집에 계세요.,Meine Mutter ist gerade zu Hause.,My mother is at home right now.,rights: original; derived from live unused vocab 계시다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0489,B2,할머니는 아침을 잡수셨어요.,Meine Großmutter hat gefrühstückt.,My grandmother ate breakfast.,rights: original; derived from live unused vocab 잡수시다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0352,A2,겨울에는 코트를 입어요.,Im Winter trage ich einen Mantel.,I wear a coat in winter.,rights: original; derived from live unused vocab 코트,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0353,A2,오늘은 치마를 입었어요.,Heute trage ich einen Rock.,I am wearing a skirt today.,rights: original; derived from live unused vocab 치마,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0354,A2,파티에 원피스를 입고 갔어요.,Ich bin im Kleid zur Party gegangen.,I went to the party in a dress.,rights: original; derived from live unused vocab 원피스,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0355,A2,아버지는 양복을 입고 출근해요.,Mein Vater geht im Anzug zur Arbeit.,My father goes to work in a suit.,rights: original; derived from live unused vocab 양복,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0356,A2,새 구두가 조금 작아요.,Die neuen Schuhe sind etwas klein.,The new shoes are a bit small.,rights: original; derived from live unused vocab 구두,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0357,A2,따뜻한 양말을 신었어요.,Ich habe warme Socken angezogen.,I put on warm socks.,rights: original; derived from live unused vocab 양말,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0358,A2,장갑을 어디에 뒀지요?,Wo habe ich meine Handschuhe hingelegt?,Where did I put my gloves?,rights: original; derived from live unused vocab 장갑,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0359,A2,할머니가 목도리를 떠 주셨어요.,Meine Oma hat mir einen Schal gestrickt.,My grandma knitted me a scarf.,rights: original; derived from live unused vocab 목도리,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0360,A2,예쁜 반지를 선물 받았어요.,Ich habe einen schönen Ring geschenkt bekommen.,I received a pretty ring as a gift.,rights: original; derived from live unused vocab 반지,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0361,A2,새 귀걸이를 하고 나갔어요.,Ich bin mit neuen Ohrringen ausgegangen.,I went out wearing new earrings.,rights: original; derived from live unused vocab 귀걸이,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0362,A2,파란 넥타이가 잘 어울려요.,Die blaue Krawatte steht dir gut.,The blue tie suits you well.,rights: original; derived from live unused vocab 넥타이,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0363,A2,배낭을 메고 여행을 떠났어요.,Mit dem Rucksack bin ich auf Reisen gegangen.,I went traveling with a backpack.,rights: original; derived from live unused vocab 배낭,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0364,A2,운동화를 신고 뛰어요.,Ich laufe in Turnschuhen.,I run wearing sneakers.,rights: original; derived from live unused vocab 신다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0365,A2,집에서는 신발을 벗어요.,Zu Hause zieht man die Schuhe aus.,You take off your shoes at home.,rights: original; derived from live unused vocab 벗다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0366,A2,넥타이를 매는 법을 배웠어요.,Ich habe gelernt eine Krawatte zu binden.,I learned how to tie a tie.,rights: original; derived from live unused vocab 매다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0367,A2,추워서 장갑을 꼈어요.,Wegen der Kälte habe ich Handschuhe angezogen.,I put on gloves because it was cold.,rights: original; derived from live unused vocab 끼다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0368,A2,새 시계를 차고 있어요.,Ich trage eine neue Uhr.,I am wearing a new watch.,rights: original; derived from live unused vocab 차다,approved,Jin explicit app-integration approval (2026-08-17).
