id,level,ko,de,en,field_notes,상태,jin_memo
cloze_c1_0077,C1,문항 유도를 줄이려고 선택지를 대칭으로 만들어요.,Gegen Suggestivfragen mache ich die Optionen symmetrisch.,To reduce a leading item I make the options symmetrical.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0078,C1,무응답 처리를 밝히지 않으면 비율이 부풀어 보여요.,Ohne Item-Nonresponse wirkt der Anteil aufgebläht.,Without missing-answer handling the share looks inflated.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0079,C1,가중치 부여 전후의 결과를 둘 다 보여요.,Ich zeige Ergebnisse vor und nach der Gewichtung.,I show results both before and after weighting.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0080,C1,표집틀에서 빠진 집단을 각주로 적어요.,Gruppen außerhalb des Auswahlrahmens nenne ich in der Fußnote.,I footnote groups missing from the sampling frame.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0081,C1,사전 조사에서 용어가 다르게 읽힌 문항을 고쳤어요.,"Im Pretest habe ich Items geändert, die anders gelesen wurden.",In the pretest I fixed items that were read differently.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0082,C1,응답 부담이 길면 뒷부분 품질이 떨어져요.,Bei hoher Antwortlast sinkt die Qualität am Ende.,"If respondent burden is long, later quality drops.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0083,C1,척도 간격이 고르지 않으면 평균을 쓰지 않아요.,Bei ungleichmäßigem Skalenabstand nutze ich keinen Mittelwert.,"If scale spacing is uneven, I do not use a mean.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0084,C1,개방형 코딩 규칙을 두 사람이 독립적으로 적용해요.,Die Offencodierung wenden zwei Personen unabhängig an.,Two people apply the open-code scheme independently.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0085,C1,수집 시점이 선거 직후면 해석을 낮춰요.,"Liegt die Erhebungszeit direkt nach der Wahl, dämpfe ich die Deutung.","If the collection window is right after an election, I soften the reading.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0086,C1,문항이 바뀌면 비교 가능성을 포기한다고 적어요.,"Ändert sich das Item, schreibe ich, dass die Vergleichbarkeit entfällt.","If the item changes, I write that comparability is dropped.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0087,C1,익명화 수준을 높이면 지역 분석이 어려워져요.,Ein höherer Anonymisierungsgrad erschwert die lokale Analyse.,Raising the anonymization level makes local analysis harder.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0088,C1,설계 메모를 공개해야 나중에 재해석이 가능해요.,Ohne öffentliche Designnotiz ist eine spätere Neuinterpretation schwer.,A public design memo is needed for later reinterpretation.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0089,C1,상대 위험만 말하면 절대 건수가 가려져요.,"Nennt man nur das relative Risiko, verschwindet die absolute Zahl.","If you state only relative risk, the absolute count is hidden.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0090,C1,절대 건수를 옆에 두면 공포가 줄어들어요.,"Steht die Absolutenzahl daneben, sinkt die Angst.",Putting the absolute count beside it reduces fear.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0091,C1,잔여 위험을 0으로 약속하지 않아요.,Ich verspreche kein Restrisiko von null.,I do not promise residual risk of zero.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0092,C1,조기 경보는 오탐 비율을 같이 말해야 해요.,Eine Frühwarnung muss die Falschalarmquote nennen.,An early warning must also state the false-alarm rate.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0093,C1,오탐 비율이 높으면 경보를 자주 무시하게 돼요.,Bei hoher Falschalarmquote werden Warnungen ignoriert.,"If the false-alarm rate is high, people start ignoring alerts.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0094,C1,노출 시간을 빼면 같은 농도도 다르게 들려요.,Ohne Expositionsdauer klingt dieselbe Konzentration anders.,Without exposure time the same concentration sounds different.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0095,C1,취약 집단을 평균에 묻히지 않고 따로 적어요.,Die vulnerable Gruppe lasse ich nicht im Mittel verschwinden.,I do not bury the vulnerable group in the average.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0096,C1,행동 문턱을 숫자로 정해야 현장 판단이 흔들리지 않아요.,Eine zahlenfeste Handlungsschwelle hält die Entscheidung vor Ort stabil.,A numeric action threshold keeps on-site judgment from wobbling.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0097,C1,소통 톤을 낮추면 사람들이 더 오래 들어요.,Ein ruhigerer Ton lässt Menschen länger zuhören.,A calmer communication tone keeps people listening longer.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0098,C1,갱신 주기를 밝히면 침묵이 은폐처럼 안 보여요.,Ein klarer Aktualisierungsrhythmus lässt Stille nicht wie Vertuschung wirken.,A stated update cadence keeps silence from looking like concealment.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0099,C1,비교 기준점을 작년으로 둘지 평년으로 둘지 먼저 정해요.,"Ob der Vergleichsanker das Vorjahr oder das Mittel ist, lege ich zuerst fest.",I first decide whether the comparison anchor is last year or a normal year.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0100,C1,경고 피로를 줄이려고 등급을 세 단계로만 써요.,Gegen Warnmüdigkeit nutze ich nur drei Stufen.,To reduce alert fatigue I use only three grades.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0101,C1,접근 비용을 요금만이 아니라 이동 시간으로도 세요.,"Zugangskosten zähle ich nicht nur als Gebühr, sondern als Wegezeit.","I count access cost as travel time, not only as a fee.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0102,C1,유지 부담을 초기 설치비와 따로 적어요.,Die Folgelast schreibe ich getrennt von den Installationskosten.,I write the upkeep burden separately from install cost.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0103,C1,선택권 축소를 효율로 포장하지 않아요.,Wahlverengung verkaufe ich nicht als Effizienz.,I do not package narrowed choice as efficiency.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0104,C1,우회 경로가 있어야 본 경로 장애를 견딜 수 있어요.,Ein Umwegzugang macht die Störung des Hauptwegs erträglich.,A workaround path makes a main-path outage bearable.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0105,C1,보조 인력 예산을 장비비에 묻히지 않아요.,Das Budget für Assistenzkräfte verstecke ich nicht in den Gerätekosten.,I do not bury support-staff budget inside equipment cost.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0106,C1,예약 장벽이 앱 전용이면 창구 대안을 남겨요.,"Ist die Buchungshürde nur die App, bleibt ein Schalterweg.","If the booking barrier is app-only, I keep a counter option.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0107,C1,대기 불이익이 특정 시간대에 몰리는지 봐요.,"Ich prüfe, ob der Wartenachteil sich auf bestimmte Stunden konzentriert.",I check whether the wait penalty clusters at certain hours.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0108,C1,요금 누진이 저사용 가구를 해치는지 계산해요.,"Ich rechne, ob die Tarifprogression Haushalte mit geringem Verbrauch trifft.",I calculate whether rising fee steps hurt low-use households.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0109,C1,정보 접근이 한글만이면 다른 언어 요약을 붙여요.,"Ist der Informationszugang nur auf Koreanisch, hänge ich eine andere Kurzfassung an.","If information access is Korean-only, I add a short version in another language.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0110,C1,현장 동선에 계단만 있으면 계획이 포용이 아니에요.,"Führt der Vor-Ort-Weg nur über Treppen, ist der Plan nicht inklusiv.","If the on-site route is stairs only, the plan is not inclusive.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0111,C1,지속 가능 조건에 인력 교대를 넣지 않으면 서비스가 끊겨요.,Ohne Personalwechsel in der Dauerbedingung bricht der Dienst.,"Without staff rotation in the condition for staying viable, the service breaks.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0112,C1,비용 전가가 이용자에게만 가면 설계를 다시 해요.,"Geht die Kostenverschiebung nur an Nutzende, entwerfe ich neu.","If the cost shift lands only on users, I redesign.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0113,C1,"참여 장벽을 시간, 언어, 이동으로 나눠 적어요.","Die Teilnahmehürde teile ich in Zeit, Sprache und Weg.","I split the participation barrier into time, language, and travel.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0114,C1,발언 할당을 먼저 온 사람 순으로만 주지 않아요.,Die Redequote vergebe ich nicht nur nach Ankunft.,I do not give the speaking allotment only by who arrived first.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0115,C1,대리 참여를 허용하면 위임 범위를 짧게 적어요.,"Erlaubt man Stellvertretung, steht der Auftrag kurz.","If proxy participation is allowed, I write a short mandate.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0116,C1,피드백 순환이 없으면 참여가 일회성으로 끝나요.,Ohne Rückmeldeschleife bleibt Beteiligung einmalig.,"Without a feedback loop, participation stays one-off.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0117,C1,의제 설정권을 주최 측만 가지면 결과가 기울어요.,"Liegt die Agendahoheit nur beim Gastgeber, kippt das Ergebnis.","If only the host has agenda power, the outcome tilts.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0118,C1,소수 의견을 표 밖에 따로 기록해요.,Die Minderheitenlage steht getrennt neben der Abstimmung.,I record the minority view separately from the vote.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0119,C1,접근 가능한 장소를 고르지 못하면 온라인 병행을 열어요.,"Fehlt ein barrierearmer Ort, öffne ich einen Onlineweg.","If I cannot pick an accessible venue, I open an online option.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0120,C1,통역 지원을 행사 예산의 기본 항목으로 넣어요.,Dolmetschhilfe steht als Grundposten im Etat.,I put interpreting support as a basic budget line.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0121,C1,사전 자료를 삼 일 전에 보내야 질문이 깊어져요.,Vorabunterlagen drei Tage vorher machen Fragen tiefer.,Sending the advance packet three days earlier deepens questions.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0122,C1,참여 피로를 줄이려고 회의를 겹치지 않게 잡아요.,Gegen Beteiligungsmüdigkeit lege ich Sitzungen nicht übereinander.,To reduce engagement fatigue I do not stack meetings.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0123,C1,결정 환류가 늦으면 다음 참여율이 떨어져요.,"Kommt die Beschlussrückgabe spät, sinkt die nächste Beteiligung.","If the decision return is late, the next turnout drops.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0124,C1,공동 설계는 취향 투표가 아니라 제약 공유에서 시작해요.,"Mitgestaltung beginnt mit geteilten Grenzen, nicht mit Geschmacksabstimmung.","Co-design starts from shared constraints, not a taste vote.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0125,C1,지역 여건을 전국 평균에 맞추면 계획이 빗겨요.,"Passt man die Ortslage an den Landesdurchschnitt, verfehlt der Plan.","If you force local conditions to a national average, the plan misses.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0126,C1,야간 소음 한도를 낮추면 배달 시간이 줄어들어요.,Ein niedrigerer Nachtpegel verkürzt die Lieferzeiten.,Lowering the night noise cap shortens delivery hours.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0127,C1,녹지 보전과 주차 확대를 같은 면적에서 고를 수는 없어요.,Grünschutz und mehr Parkraum gehen nicht auf derselben Fläche.,You cannot choose green-space keep and more parking on the same land.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0128,C1,상권 이전이 골목을 비우면 저녁 안전이 약해져요.,"Verschiebt sich die Lage und leert die Gasse, sinkt die Abendsicherheit.","If a commerce shift empties the alley, evening safety weakens.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0129,C1,통행 우회가 학교 앞을 지나면 시간대를 바꿔요.,"Führt die Verkehrsumlegung an der Schule vorbei, ändere ich die Stunden.","If the traffic diversion passes the school, I change the hours.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0130,C1,보상 대상을 건물주만으로 두면 세입자가 빠져요.,"Ist der Ausgleichskreis nur die Eigentümerschaft, fehlen die Mietenden.","If who is compensated is only owners, tenants drop out.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0131,C1,계절 제약 때문에 공사를 장마 뒤로 미뤄요.,Wegen der Saisongrenze schiebe ich den Bau hinter den Regen.,Because of the seasonal constraint I push construction past the rains.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0132,C1,공유 편익이 눈에 보여야 규제를 받아들이기 쉬워요.,"Wird der geteilte Nutzen sichtbar, ist die Regel leichter tragbar.","If the shared benefit is visible, the rule is easier to accept.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0133,C1,이전 비용을 단발 지원으로만 보면 실패해요.,"Sieht man Verlagerungskosten nur als Einmalhilfe, scheitert es.","If relocation cost is treated as a one-time grant only, it fails.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0134,C1,야간 조명을 높이면 안전은 오르고 수면은 나빠져요.,Mehr Nachtlicht hebt die Sicherheit und senkt den Schlaf.,More night lighting raises safety and worsens sleep.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0135,C1,이용 시간대를 나누면 한 공간이 두 집단을 받을 수 있어요.,Geteilte Nutzungsfenster lassen einen Ort zwei Gruppen tragen.,Split hours of use let one space serve two groups.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0136,C1,현장 실험을 한 달만 해도 민원이 구체화돼요.,Schon ein Monats-Ortsversuch macht Beschwerden konkreter.,Even a one-month on-site trial makes complaints more specific.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0137,C1,운영 인력을 자원봉사에만 기대면 겨울에 끊겨요.,"Stützt sich das Betriebspersonal nur auf Ehrenamt, bricht es im Winter.","If ops staff rest only on volunteers, service breaks in winter.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0138,C1,교체 주기를 숨기면 나중에 한꺼번에 비용이 와요.,Ein verborgener Ersatzrhythmus bringt die Kosten später auf einmal.,Hiding the replacement cycle brings the cost all at once later.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0139,C1,예비 부품이 없으면 포용 장비가 바로 멈춰요.,Ohne Ersatzvorhalt steht inklusive Technik sofort still.,"Without spare stock, inclusive equipment stops at once.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0140,C1,점검 로그를 공개하면 방치 여부를 따질 수 있어요.,Ein öffentliches Wartungslog lässt Vernachlässigung prüfen.,A public service log lets people test whether upkeep was neglected.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0141,C1,야간 당직을 한 사람에게만 맡기면 실수가 늘어요.,"Liegt der Nachtdienst bei einer Person, steigen Fehler.","If night duty sits on one person, mistakes rise.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0142,C1,교육 갱신을 빼면 새 절차가 현장에 안 남아요.,Ohne Schulungsauffrischung bleibt das neue Verfahren nicht vor Ort.,Without refresher training the new procedure does not stay on site.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0143,C1,고장 대기가 길면 대체 수단을 같이 설계해요.,Bei langer Störwartezeit plane ich den Ersatzweg mit.,"If outage wait is long, I design the fallback with it.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0144,C1,예산 이월이 막히면 가을에 성급한 구매가 생겨요.,Ohne Mittelübertragung kommt im Herbst der Hastkauf.,"If budget carryover is blocked, hasty autumn purchases appear.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0145,C1,사용자 신고 창구가 어려우면 고장이 늦게 보여요.,"Ist die Nutzermeldung schwer, erscheint die Störung spät.","If the user-report channel is hard, outages appear late.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0146,C1,수명 예측을 낙관하면 교체 기금이 비어요.,Eine zu hoffnungsvolle Lebensdauerlage leert den Ersatzfonds.,An optimistic life estimate empties the replacement fund.,rights: original; derived from same-batch vocab example,draft,
cloze_c1_0147,C1,외주 의존이 높으면 작은 수정도 기다려야 해요.,Bei hoher Fremdabhängigkeit wartet selbst die kleine Änderung.,"If vendor lock is high, even a small change must wait.",rights: original; derived from same-batch vocab example,draft,
cloze_c1_0148,C1,지속 점검표를 행사 날에만 쓰면 평일 품질이 떨어져요.,"Nutzt man die Dauercheckliste nur am Eventtag, sinkt die Alltagqualität.","If the ongoing checklist is used only on event day, weekday quality drops.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0053,C2,담론 전제를 드러내지 않으면 선택이 자연스러워 보여요.,Ohne sichtbare Diskursprämisse wirkt die Wahl natürlich.,"If the discourse premise stays hidden, the choice looks natural.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0054,C2,은유 체계가 '전쟁'이면 타협이 패배처럼 들려요.,"Ist das Metaphernnetz ein Krieg, klingt Kompromiss nach Niederlage.","If the metaphor system is war, compromise sounds like defeat.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0055,C2,주어 선택을 바꾸면 책임이 다른 자리에 놓여요.,"Ändert man die Subjektwahl, wandert die Verantwortung.",Changing the choice of subject moves where responsibility sits.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0056,C2,수동 은폐는 행위자를 지워 절차만 남기어요.,Passivverdeckung löscht Handelnde und lässt nur das Verfahren.,Passive concealment erases the actor and leaves only the procedure.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0057,C2,범주 이동으로 민원을 범죄처럼 부르면 대응이 과해져요.,Durch Kategorieverschiebung klingt die Beschwerde wie Straftat und die Antwort wird härter.,A category shift that names a complaint as crime hardens the response.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0058,C2,시간 틀을 한 주로 줄이면 구조 문제는 사라져요.,Ein Zeitrahmen von einer Woche lässt Strukturprobleme verschwinden.,A one-week time frame makes structural problems vanish.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0059,C2,대비 쌍을 '안전 대 자유'로만 두면 중간이 없어져요.,"Bleibt die Gegenüberstellung nur Sicherheit gegen Freiheit, fehlt die Mitte.","If the contrast pair is only safety versus freedom, the middle disappears.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0060,C2,인용 권위가 직함만이면 근거를 다시 물어요.,"Ist die Zitatautorität nur der Titel, frage ich nach dem Beleg.","If quoted authority is only a title, I ask for the evidence again.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0061,C2,침묵 지점을 표로 만들면 빠진 집단이 보여요.,Eine Tabelle der Schweigestellen zeigt die fehlende Gruppe.,A table of what is left unsaid shows the missing group.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0062,C2,재명명이 부담을 덜어 주면 누구의 부담인지 물어요.,"Mildert die Umbenennung die Last, frage ich, wessen Last das war.","If renaming lightens a burden, I ask whose burden it was.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0063,C2,청자 위치를 '우리'로 묶으면 반대가 외부인처럼 보여요.,"Setzt der Adressatenort alle ins Wir, wirkt Widerspruch wie Außen.","If where the listener is put is 'we', dissent looks like an outsider.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0064,C2,해석 경쟁을 하나로 닫지 않고 근거를 나란히 둬요.,"Die Deutungskonkurrenz schließe ich nicht, ich lege Belege nebeneinander.",I do not close competing readings; I set the evidence side by side.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0065,C2,제도적 권한을 절차 뒤에 숨기지 않고 문장 앞에 둬요.,"Amtsmacht verstecke ich nicht hinter dem Verfahren, ich nenne sie zuerst.",I do not hide institutional power behind procedure; I put it first.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0066,C2,공식 어조가 책임을 흐리면 평서문으로 다시 써요.,"Verwässert das Amtsregister die Verantwortung, schreibe ich im Indikativ neu.","If the official register blurs responsibility, I rewrite it as a plain statement.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0067,C2,위임 범위를 넘는 결정을 관행으로 포장하지 않아요.,Eine Entscheidung jenseits der Zuständigkeitsgrenze nenne ich nicht Gewohnheit.,I don't pass off a decision beyond the scope of authority as custom.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0068,C2,기록 의무가 약하면 나중에 기억을 고를 수 있어요.,"Ist die Dokumentationspflicht schwach, lässt sich Erinnerung später wählen.","If the duty to record is weak, memory can be selected later.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0069,C2,재량 공간을 인정하되 기준표를 같이 공개해요.,Ich erkenne den Ermessensraum an und lege die Tabelle offen.,I admit discretion space and publish the criteria table with it.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0070,C2,항의 창구가 같은 부서면 독립이 아니에요.,"Sitzt die Widerspruchsstelle in derselben Abteilung, ist sie nicht unabhängig.","If the objection desk is the same office, it is not independent.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0071,C2,공개 지연을 검수로만 설명하지 않고 날짜를 대요.,"Offenlegungsverzug erkläre ich nicht nur mit Prüfung, ich nenne das Datum.",I do not explain disclosure delay as review only; I give a date.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0072,C2,관행 인용은 근거가 아니라 습관의 이름이에요.,"Ein Üblichkeitszitat ist kein Beleg, sondern der Name einer Gewohnheit.",An appeal to custom is not evidence; it is the name of a habit.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0073,C2,책임 분산이 심하면 서명란을 한 줄로 줄여요.,Bei starker Verantwortungsstreuung kürze ich die Unterschriftszeile auf eine.,"If diffused ownership is severe, I cut the signature line to one.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0074,C2,내부 지침이 대외 문구와 다르면 둘을 같이 보여요.,"Weicht die Binnenweisung vom Außenwort ab, zeige ich beide.","If the internal directive differs from the public line, I show both.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0075,C2,권한 위임장 없이 대행하면 결정을 되돌릴 수 있어요.,Ohne Übertragungsakt ist die Vertretung später rückholbar.,Acting without a delegation instrument makes the decision reversible.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0076,C2,제도 기억이 사람 한 명에 있으면 퇴사와 함께 사라져요.,"Sitzt das Amtsgedächtnis in einer Person, geht es mit dem Abschied.","If institutional memory sits in one person, it leaves with them.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0077,C2,서술 시점을 바꾸면 같은 사건도 다른 도덕이 돼요.,Ein anderer Erzählstandort macht aus demselben Ereignis eine andere Moral.,A changed narrative standpoint turns the same event into a different moral.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0078,C2,선택적 기억을 기념일로만 고정하면 나머지가 지워져요.,"Fixiert man Selektivgedächtnis nur am Gedenktag, fällt der Rest weg.","If selective memory is fixed only to a memorial day, the rest is erased.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0079,C2,증언 위치를 무대 가장자리에 두면 목소리가 작아져요.,"Liegt der Zeugenort am Bühnenrand, wird die Stimme klein.","If where testimony sits is the edge of the stage, the voice shrinks.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0080,C2,연대기 절단은 원인보다 결말만 남기어요.,Ein Chronikbruch lässt das Ende und nimmt die Ursache.,A cut in the timeline keeps the ending and drops the cause.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0081,C2,집합 기억을 하나로 모으면 소수 서사가 밀려나요.,Ein einziges Kollektivgedächtnis drängt Minderheitenerzählungen weg.,Forcing one shared memory pushes minority stories aside.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0082,C2,침묵의 세대를 존중하되 자료는 남기라고 해요.,Ich achte die Schweigegeneration und bitte trotzdem ums Archiv.,I respect the silent generation and still ask that records remain.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0083,C2,기념 문장이 현재 정책을 가리면 다시 써요.,"Verdeckt der Gedenksatz die heutige Politik, formuliere ich neu.","If the commemoration line hides current policy, I rewrite it.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0084,C2,기록 공백을 없다고 메우지 않고 빈칸으로 표시해요.,"Eine Archivlücke fülle ich nicht, ich markiere die Leerstelle.",I do not fill an archive gap; I mark the blank.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0085,C2,회고 왜곡을 줄이려고 당시 문장을 먼저 읽어요.,Gegen Rückschauverzerrung lese ich zuerst den Satz von damals.,To reduce hindsight warp I read the sentence from that time first.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0086,C2,복수 서사를 나란히 두면 승자 역사가 약해져요.,Mehrfacherzählung nebeneinander schwächt die Siegergeschichte.,Plural narrative side by side weakens winner history.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0087,C2,망각 설계가 보존 예산 삭감으로 나타나면 이름을 붙여요.,"Wird Vergessensordnung zur Kürzung des Archivs, gebe ich ihr einen Namen.","If designed forgetting appears as an archive budget cut, I name it.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0088,C2,계승 쟁점을 후손에게만 미루지 않고 지금 기록해요.,"Den Weitergabestreit schiebe ich nicht auf Nachkommen, ich schreibe jetzt.",I do not leave what gets handed on to descendants; I record it now.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0089,C2,명령형 공지는 이유를 빼면 반발이 커져요.,Ein Befehlshinweis ohne Grund erhöht den Widerstand.,An imperative notice without a reason raises pushback.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0090,C2,전문 장벽 뒤에 결정을 숨기지 말고 쉬운 문장을 병기해요.,"Hinter der Fachmauer verstecke ich die Entscheidung nicht, ich setze den einfachen Satz daneben.",I do not hide the decision behind a jargon wall; I add a plain sentence.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0091,C2,불가피 수사는 대안의 존재를 먼저 지워요.,Unvermeidlichkeitsrede löscht zuerst die Alternative.,Inevitability talk first erases the existence of alternatives.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0092,C2,전문가 위임이 정치 판단을 대신하면 책임을 물어요.,"Ersetzt das Expertenmandat das politische Urteil, frage ich nach der Verantwortung.","If expert handover replaces a political judgment, I ask who is responsible.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0093,C2,침묵 압박을 '팀워크'로 부르지 않아요.,Schweigedruck nenne ich nicht Teamgeist.,I do not call pressure to stay quiet 'teamwork'.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0094,C2,권위 인용만 있고 자료가 없으면 보류해요.,"Gibt es nur den Autoritätsbeleg ohne Material, warte ich.","If there is only an appeal to rank and no material, I hold.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0095,C2,완곡 금지로 '정리' 대신 '해고'를 적어요.,Mit Euphemismusstopp schreibe ich Entlassung statt Ordnung.,With no softening label I write 'dismissal' instead of 'tidying'.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0096,C2,청중 분할로 내부와 외부를 다르게 말하면 기록이 두 개가 돼요.,"Publikumsspaltung erzeugt zwei Protokolle, innen und außen.","A split audience creates two records, inside and outside.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0097,C2,결정 불가역을 선언하기 전에 철회 경로를 보여요.,Vor der Unumkehrbarkeit zeige ich den Rückholweg.,Before claiming irreversibility I show the withdrawal path.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0098,C2,규범 포장이 취향을 도덕으로 바꾸면 반박해요.,"Macht die Normverpackung Geschmack zur Moral, widerspreche ich.","If norm wrapping turns taste into morals, I object.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0099,C2,침묵 동의를 회의에 적용하지 않고 명시 확인을 받아요.,"Schweigezustimmung wende ich nicht an, ich hole eine klare Bestätigung.",I do not apply silence as consent; I get an explicit confirm.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0100,C2,말의 자리가 훈시이면 질문은 뒤로 밀려요.,"Sitzt der Wortort in der Belehrung, rutscht die Frage nach hinten.","If where the word sits is a lecture, questions are pushed back.",rights: original; derived from same-batch vocab example,draft,
